asin,summaryReview
B0009F9QMO,"['Great Choice..', 'Great For Summer', 'I like Carhartt Henley&#8217;s.', 'Love Charhartt - amazing value for the money', 'Runs big', 'very nice', 'A gift he likes!', 'Unusual fit...', 'Rare Quality', 'Nice shirt but did not hold up at all.', 'Five Stars', 'It is the best comfort', 'Not as good as the Wrangler Riggs', 'Nice shirts', 'Great shirt for the money', 'Carhartt Quality!', 'Great work shirt..', 'Nice looking', 'Four Stars', 'Carhartt shirt', 'Excellent quality ...', 'Perfect Shirt for Work~', 'Heavy Duty Shirt', 'Very satisfactory', 'great quality. great service', 'I would recommend Carhartt shirts.', 'Nice shirt..', 'Very nice quality.  Keep an eye on size.', ""It's about time"", 'Already a Favorite', 'Have them in all colors', 'Inconsistent sizing', 'I am pretty rough on clothes as my wife would say but ...', 'Great shirts for work or play', 'Solid Value', 'Well made with heavy SCRATCHY cotton, and LARGE', 'Love them', 'Good quality but the size is too big for me!', 'High Quality Shirt', 'runs large', 'Nice!!', 'great for deployments', 'Shirt is as discribed.', 'Great product', 'Order Smaller', 'Great Shirt', 'Runs a little Big on the Size', 'Carhartt', 'Size problem only', 'Why do I always order Carhartt???', 'Family likes these', 'Great shirt.']"
B0009YGY0M,"['Not for me', 'Would not recommend!', 'fit and comfort', ""I've been wearing this bra for over 10 years"", 'Wanted it to work but', 'Bali Double Support Spa Closure Wire-free Bra, 42B, Soft Taupe', 'not perfect but great for the price', 'Fantastic', 'Really good bra', 'Great', ""Doesn't fit"", 'Love the color, comes other colors too.  Fit is comfortable all day.  Good coverage.  Wide adjustable straps.  Sturdy.', 'Disappointed!', 'Bali bra', 'Very Nice Bra', 'Excelente calidad.', 'Best bra ever', 'Love this Bra!', 'Maybe its just me, but.....', 'Superior comfort', 'My go to bra', ""Best bra I've ever owned, but def the itchiest."", 'Great Fit and Support', 'Perfect and comfy fit!', 'Great', 'Wonderful', ""Don't buy!"", 'Will buy again', ""Don't Like the FIt On Me"", 'Comfortable bra', 'Just what I needed', 'Just fine', 'Soooo comfortable!', 'Wake Up bali', ""What's to say about a bra?"", ""Isn't 'comfortable' an oxymoron when it comes to bras?! Not this one!"", 'Comfortable to wear all day', 'Not the product to which I am accustomed!', 'bra', 'bali', 'Most Comfortable Bra Ever', 'Not quite firm support', 'Great bra!', 'not very comfortable', 'Good bra', 'Comfortable but runs large', 'Comfortable Bra', 'Good bra, but wouldnt buy it again', 'works best for me', 'Nothing special']"
B000A794KU,"['Levi needs QA', 'No more fears of buying pants online!', 'Best jeans I own', ""Levi's boot jeans"", 'Color and cut are perfect for my husband', 'Fit as expected', ""What is going on with Levi's?"", 'Real Levis', 'My personal favorite', ""Boyfriend's Favorite Jeans"", 'Stylish without being extravagant and perfect fit', 'Excelente!!! muy buena compra', 'Great!', ""Comparing Levi's 505, 511, and 527 Jeans"", 'True to size', 'Hubby likes', 'Jeans that fit...me at least', 'Awesome', 'My husband loves them and I do, too', ""Nice fit (if you're not overweight!)"", 'just wonderfull for the price', 'The greatest jeans i have ever bought at Amazon!', 'Jeans', 'Great...but', 'Nice!!!', 'My son likes these jeans', 'Super great jeans that fit perfect!', 'Fake, counterfeit!', 'levis', 'Make it like was.... and how you described it too', 'Very good Jeans', 'Good product.', 'Love Them', 'I love these things', 'Great Fit & Feel', 'Just as pictured', 'He loves them!', 'The Real Deal!!!', 'actual waist 35 not 34 and long exceeds 32, its too long!', 'A Perfect Fit', 'Best cut ever.', 'Pretty satisfied', 'Good fit with a slightly flared leg opening', 'NICE FIT', 'Cute pants', '????', 'Would have been great if the actual size and the tag matched.', 'Nice Jean', 'not the right cut', 'Be Weary Of ""Slim"" Versus Regular', 'Husband Loved the fit!', ""Levi's are my new favorite brand"", 'Not as much denim as you to have', 'Great value to money', 'it is ok', 'Five Stars', ""I like these better than the other 527's"", '527 Boot Fit', 'Exactly What I Ordered', 'i love them', ""love levi's"", 'perfect and nice consistant dark color', 'My mistake', 'GREAT', 'nice jeans', 'great jeans']"
B000AC7OCK,"['Very comfortable, except for band around foot.', 'Comfy Slippers', 'Warm & Dry', 'Acorn terry thong slipper', 'Nice', 'Not as good as they used to be', ""ACORN Women's New Spa Thong Slipper,Black,Large (US Women's 8-9 M)"", 'Very comfy', 'Mom loves them', 'Comfy but narrow', 'very comfortable', 'LOVE !!!!!', 'Acorn plush sandals', 'LOVE MY PINK SLIPPERS!!!', 'Good Gift', 'The BEST Summer Slipper Anywhere!!', 'Too roomy', 'comfortable and durable', 'Dog Cant Get It', 'Walking on a cloud', 'Great Slippers!', 'ACORN Slippers', 'Fit Perfect and Wear Well', 'Acorns are the best!', 'WOW!!!!!', 'Comfy Support Slippers', 'Most Comfortable Slipper', 'Super comfortable!!!', 'perfect', 'Pleasantly ticked off', 'Best Thong Slippers', 'Gives new meaning to the term ""Happy Feet""', 'TAWANDA!', 'Perfect for warm months', 'Truly soft', 'Eh...', 'Cushy yet uncomfortable', 'In Love with my slippers', 'Disappointed in the fit', 'Nice slippers', 'slippers', 'Absolutely wonderful!', 'Comfy!!!', 'AHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!!!!!!', 'Great!', 'Comfort Plus', 'An Acorn Fan!', 'very nice', 'odd fit', 'Great Gift', 'perfect slipper for all seasons']"
B000AI3BUS,"['Comfy but kinda small', 'So Comfy', 'Love the shoe,  but sizing is off', 'Amazing!', 'Comfy, Inexpensive Flops', 'Comfort!', ""Very soft and comfy. They're Great."", 'Fantastic', 'Love!', 'Great Flip-Flops!', 'SO comfortable!', 'Not Bad', 'Great Flip Flops', 'my ""go to flip flop""', 'Cute and Comfortable.', 'My wife LOVES them!', 'just as i expected', 'Pretty sandal, too narrow for me', 'Very happy with them.', 'Decent sandle', 'Umm not comfortable..', 'Third pair!', 'Gr8 Flip Flop', 'Just a flip flop', 'Eh', 'ALWAYS buy Reef!', 'reefs are the comfiest', 'Love these flip flops!!', 'Pretty comfortable for a flip flop', 'Runs small', 'Comfy flip flop', 'SUPER LITE SANDAL', 'Vacation Time!', '2nd pair and i love it', 'Cute and Comfortable', 'i love these flip flops!', 'exactly what i was looking for', 'they are good', 'Great!', 'Comfy and cute', 'Reef sandals', ""Reef's are the Best"", 'Love my Reef Flip Flops', 'Love Reefs', 'WONDERFUL . . . MY FAVORITE', 'toe bed too long, and too narrow', 'Great sandle', 'love', 'so cute!', 'Tight squeeze even for narrow feet.', 'Great flip flops!']"
B000AM9W5W,"['Tight, not loose at all', 'Good Quality and Longevity at a Solid Price', 'fit is fine', ""They're Levi's"", 'Looks and feels nice', 'son liked them', 'Good fitting, faded front', 'Would buy more', ""Ok...559's are better"", 'Really bummed', 'I like', 'Sizing off', 'great pair of jeans', 'perfect fit and excellent look', 'Levis are the best', 'These are sexy on the hubby and were a great price.', 'Note on Fabric Weight and Review', ""Cannot and I mean cannot beat Levi's"", 'cute', 'Dark Chipped Levis 569', '569 is one of  perfect jeans', 'Good jean', 'why so baggy in the crotch?', 'Skinny 569 levis', 'Good Jeans', 'dissapointed', 'NICE!', 'Good jeans', 'The Best', '569 not loose anymore', 'Different fit for different washes, what???', 'Great', 'Unusual Cut to these jeans', 'Great Jeans', 'Great Price and Great Jean!', 'Not up to Levis Standards', 'Thin As Paper', 'Great bargain generous fit', 'Love the jeans but...', 'all right by me !!!', 'i love it', 'Will Order Again', 'Great jeans at a great price', 'Bought several pairs', 'pretty good fit overall', ""What's with all the negative reviews..."", 'Nice look  Quality  off....', 'Very nice.', 'Too wide', 'Great Jeans', 'Changed', 'Not so bad.', 'returned the item', ""Levi's 569 'Rugged'"", ""Dissapointed in Levi's changes"", 'Jeans', 'White Jeans', 'Much too large and baggy.', 'Athletic build', 'Hit or Miss?', 'Great Jeans!', ""Levi's are not the same!"", 'Fit', 'best jeans in years', 'levis are Levis', 'Fits perfectly like the 559s *used to* fit!', 'Fit Great']"
B000AOZJZM,"['Reebok Shoes', 'Reebok Womens Aerobics shoe', 'Not bad', 'Reebok Princess Review', 'REBOKS', 'long, not wide', ""Reebok Women's Princess Aerobics Shoe, Black, 6.5 M"", 'what is this my 10th pair of these shoes over the years?', 'A bit snug but good shoe', 'REEBOK WOMENS PRINCESS AEROBICS SHOE WHITE', 'Great walking shoes', 'disappointed', 'like a slipper', 'great shoes', 'Go To Shoe', 'sneakers a little snug', 'You\'ll never have to ""break them in!""', ""World's Most Comfortable Aerobics Shoe"", 'Love my Reeboks!', 'good priced and comfortable leather sneaker', 'Excellent!', 'Great Shoes!', 'BEST SNEAKER FOR ANY WOMAN', 'hot and tight fitting', 'A True Classic!', 'PLASTIC! Beware! A huge disappointment!', 'The Princess Sneaker was a favorite at one time.', 'love them', 'Great shoe !!&#8230;&#8230;.', 'Reebok Princess Sneaker...white', 'What happened to the leather?', 'Too smal and narrow', 'Wide width?', 'Comfortable but need a bit of stretching', 'Counterfeit/ Knock- offs', 'Sizing has changed.', ""Great when you need a size 12 women's shoe"", 'WOW!!!', 'mom', 'LOVE these like slippers', 'Reeboks', 'Luv my Boks!', 'Bring back the better quality materials and better fit', 'Five Stars', 'An old classic!', 'Love these', 'Excelente', 'Great shoes', 'Bad scaling', 'runs a little narrow', 'love love love', 'a GREAT shoe!', 'Five Stars', 'Comfortable & Warm...', 'Very comfortable', 'Reebok', 'Nice material', 'Amazon sent the wrong size, 9 not 9M', 'Great shoes', 'different princess', ""Best Reebok's Ever"", 'Nice shoes.', 'Beautiful, but smallish', ""My Mom's fav"", 'Save your money....', 'good aerobics shoe']"
B000ARB1UQ,"['great socks!', 'nice thick sock', 'FIT JUST RIGHT', 'Comfortable and nicely padded', 'Very comfortable', 'Solid Work Socks for Boots', 'Wigwam socks black.', 'Great All-Purpose Socks', 'Love these socks', 'great value', 'They are okay - but they need reinforced/thicker soles', 'Great socks', 'Warm', 'Made in USA, great quality', 'I have big feet...', 'Live up to the hype!', 'Scratchy, Rough, Nothing Special', 'Rough feeling', 'I found my new socks!', 'Fit well, no noticeable shrinkage, durable, good value.', 'Seem OK, but lose some strech after many washes', 'DISPOSABLE SOCKS', 'So comfy!', 'These are wonderful', 'My long search is over', 'Durable and Comfortable', 'THE ONLY SOCKS I WEAR', 'These run a little small but are wonderful socks', 'Work Sock', 'good socks', 'Great Socks/Great Price', 'Got Lint???', 'Tough and durable', 'great sock', ""Carpet Cleaner says BUY THESE SOCKS-even if you don't clean carpet!"", 'Socks', 'Both Good And. . .Not So Good', ""love 'em"", 'Happy to Find These', 'Great and Durable Socks!!', ""Awesome I'll be ordering more"", 'sox!', 'Excellent socks.', 'Excellent!', 'something changed since I last bought them', 'Great Socks, USA made! Great gift!', 'Smaller than expected', 'Wigwam Men Socks', 'New favorite socks', 'really nice', 'Great sock', 'Great for Active & Tired Feet', 'not thick enough', 'Wigwam Socks', 'Great Sox! Good Quality!', 'Nice', 'semi misleading description', 'Very good quality socks!', 'The most comfortable socks I own.....', 'big foot', 'Pretty Comfortable', 'Good quality', 'A good sturdy sock for boots or shoes', 'Comfortable socks', 'Very well made', 'great for winter', 'Fit well, quite comfortable', 'Not bad, but too much lint.', 'Great socks', 'Wow !!!']"
B000ARPN1O,"['Nice!', 'Good slippers', 'Comfy and Warm', 'Very nice slippers', 'WOW', 'good so far!', 'Comfortable & Warm', 'great Christmas gift', 'Great Slippers', 'Stretching the limits on deceptive advertising', 'great slippers', 'Too small', 'Great slippers', 'Husband loves these', 'comfy', 'Fleeced', 'slipper', 'Terrific!', 'COMFY', 'Warm and Comfortable', 'Nice Product - Fit is small', ""hubby's favorite slippers"", 'Excellent', 'Good slippers', 'Pleased!', 'A good slipper for either outside or indoors', 'Bought these for my husband', 'Need to order one size up due to lining', 'Excellent!', 'Comfortable!', 'My boyfriend loves these', 'Very warm and comfortable', 'Narrow', 'Snug but will stretch a bit', 'Fit well, but not very comfortable.', 'Too snug and not well made', 'My second pair of Tamaracs', 'ok', 'nice fit', 'Really Nice Around the House', 'Better and cheaper than Acorn brand, and extended sizes!', 'Nice Gift for the Guy Who Has Cold Feet....', 'Nicer than originally thought.', 'like it', 'Comfy But Runs 2 Sizes Too Small', 'Comfortable Slippers', 'Indoor Slippers', 'Comfy But No Arch Support', 'Super comfy', 'Great buy', 'mens slips']"
B000ARTQG2,"['Soft and warm', 'Underwhelmed - small, stiff and narrow', ""Slippers so comfortable, you'll forget you have them on."", 'Nice', ""Love These -- Just Don't Make the Mistake of Cooking in Them"", 'Best slipper that i have ever had.', 'Go up TWO sizes at least', 'Perfect', 'nice and warm', ""I'm hoping I'll have a better fit after break-in."", 'GREAT SLIPPER', ""Couldn''t Be More DISAPPOINTED!!!!"", 'The Best', 'excellent', 'Husband lives them!', 'REAL Sheepskin Lining !!', 'Toasty warm sheepskin slippers with durable sole', 'Comfy Slippers', 'Third slipper is the charm', 'Very Comfy!', 'Like having you feet in a cloud', 'nice slippers', 'Super comfortable.', 'sweet', 'Slippers by Tamarac, it is very good.', 'Comfy', 'Comfortable', 'Hubby loves them', ""So comfortable I forget they're"", 'Excellent slipper, almost too warm!  (EDITED--SKIP TO EDIT)', 'My husband loves these slippers!', 'Very comfortable slippers!', 'For my husband', 'Great !', 'Great value', 'Soft slippers', 'slippers!', 'Slippers', 'nice slippers', 'Slipper', 'sizing issues', 'Very Confy', 'nice', 'Like Most; Bought for SO', 'warm and cozy', 'Warm...', 'HUSBAND LIVES IN THESE!!', 'Great slippers!', 'Great Slippers', 'best slippers ever', 'not a fan. ugly and poorly assembled', 'comfortable and sturdy', 'Near perfect house shoes', 'Very Poor Construction', 'Slippers', 'Tamarac Slippers', 'Nice and warm', 'Great Comfort', 'My dad has not taken these off since I gave them to him', 'Comfortable, warm, but NOT well-made', 'Great quality but...']"
B000B8P7Y0,"['Expensive', 'If I Were A Mall Rat...', 'Very good purchase!', 'Like them and got them delieverd fast', 'Heaven on my feet', 'Uggs are just wonderful', 'Heaven on feet', ""They're called classic for a reason!"", 'Not for very large calves', 'The best', 'ugg fit', 'Pretty Cute!!!', 'Christmas gift.', 'Love These Boots!', 'So comfortable!', 'Exactly what I ordered...', 'Deckers Outdoor Corporation', 'Warm and happy feet', 'We love Uggs', 'She loves them', 'great', 'Perfect Boot for Me!', 'UGGS!', 'Comfy boots!', 'Little bit oversized, extremely cozy', 'Absolute BEST!!!', 'The Perfect Boot For Cold Winter Days', 'I ordered the Pineneedle Green Color after Christmas 2012', 'Walking on clouds', 'Ugh beautiful!', 'Very cute and comfortable', 'yes!', 'Basic Ugg, great color', 'Lovely color, super comfy and warm.', 'Perfect for the ""Polar Vortex""', 'Great boot', ""My teen daughter's gift"", 'sister loves them.', 'Mom loves them', 'She Loves them', 'Probably worth it', '5825 UGG short classic boot', 'Lovely boots', 'I got these for my wife.', 'wife loves them - her slippers', 'Wonderful boots, just take care of them!!!', '30 less than at their website...', ""Ugg's"", 'Love', ""What's not to love?"", 'Great Snow Boots', 'great', 'Navy Blue Uggs', 'ORDER SMALLER  SIZE THAN USUAL', 'comfy warm boots', 'great boots for cold winters', 'Very cozy and better made than my old ones', 'They are Uggs...', 'Ugg Classic Short Boot', 'Cute boots!', 'The best!', 'My grandchild loves them!', 'LOVE UGGS!', 'these fit perfectly', 'Exactlly the size it should be, and in perfect quality', 'UGG Classic Short Boot', 'Nice Boot, but Pricey', 'My wife lives these', 'Love these boots', 'Perfect boot', 'Ugg boots', 'i like it!']"
B000BFIHVS,"['Nice boots.', 'Nice Boots for the price.', 'Perfect Lightweight Boot!', 'very comfortable shoes !', 'I love them', 'Good Work Shoe', 'very good product', 'Fit was perfect', 'good boots', 'Smooth as Silk', 'The Perfect Boot', 'So far so good!!', 'Awesome comfort', 'Great Boots for Winter Weather', 'Great Boot', 'order half a size down', 'Good', 'Pretty Nice Boot', 'Awesome', 'Great All Around Boots!', 'Gift', 'Best Boots for the Price Ever', 'Wowwwww', 'Timberland Mt. Maddsen hiking boots', 'Too much pressure from the laces on my instep', 'Great pair of boots', 'As Expected', 'Comfortable, sturdy, & waterproof', 'Happy with Price FIt and Quality', 'Great Boots!!!', 'Great Boots', 'just as expected', 'Husband likes them.', 'Bring it on!', 'Wonderful', 'Not as good as thought it would be', 'Timberland White Ledge Waterproof Boot, Brown,', 'Order half a size smaller', 'Amazing shoe', 'left one was good but right one was different', 'Fits True to Size - Excellent Boot', 'Thanks', 'excellent!!!', 'Boots for a boot man.', 'Brown Boots', 'Great Price for Really Awesome Boots', 'Timberland Boots', 'Winter boots', 'Good Boot', 'Great casual boots', 'Good value', 'Good boot, decent price', 'Das Boot!', 'Great Quality but too narrow', 'Wonderful boots.', 'Decent boot', 'Nice Boot.  Good Price.']"
B000BJSTEE,"['Lovely', 'Very Comfortable!', 'good for a day or two', 'sooo soft on your feet', 'Isotoner (love these)', 'weare it every day!', 'Wear them everyday!', 'Comfy casual slipper', 'Christmas Gift', 'Still comfortable and useful...', 'soft and cushey', 'Best Slipper Ever!!!', 'Isotoner Womens Scalloped Embroidered Clog Slippers', 'OK for good feet - NOT for problem feet', 'PERFECT', 'Nice & absorbant...', 'Exactly what I wanted', 'Great Slipper', 'Attractive Slipper', 'Especially comfortable while standing at sink and washing dishes', 'Warm and Comfy!!!', 'Does the trick', 'Disappointed', 'Put them on immediately', 'Comfort', 'very comfortable', 'Very nice for a short while.', 'Isotoner clogs', 'Snug and comfy', 'very comfortable', 'Looks can be deceiving', 'Mom loved these!!', 'Great Slippers', 'good', 'Nice & cozy', 'Nice slippers', 'Best Feel For Your Feet!', 'kinda noisy but wife loves them', 'Cute & Comfortable', 'Best in a long time!', 'Comfy', 'Comfy', 'Hide From Dog', 'So comfortable', 'Very comfortable!!!', 'My fave scuffs', 'These slippers are VERY cozy!', 'Comfy house shoes', 'The only slipper I buy', 'I love them!', 'very foamy on top too.', 'Great Slippers!', 'Isotoner quality has gone down hill. Not for those with fibromyalgia or other chronic pain problems', 'Good slipper', 'Comfy', 'COMFORTABLE AND WARM', ""women's slippers"", 'Before you buy', 'Isotoner slippers are great.', 'Order one size smaller than usual', 'Moderate support', 'Winter Wonder', 'so soft', 'Love these house shoes', 'Isotoner Slippers', 'Slippers are super comfortable', 'Pretty nice', 'Comfy warmer weather slipper', 'Great!', 'Good Fit', 'not comfortable', 'Great Slippers', 'Comfort and nice looking.', 'Gift for mom - she loves them!!', ""Cheap and comfy -- can't go wrong"", 'Made a great gift.', 'Believe the other reviewers!', 'Great slippers!']"
B000DZUGOM,"['Sank flip flops', 'Its like walking on air', 'My FAVORITE flip flop!', 'The BEST Flip FLops Ever', 'comfy', 'Exactly as described', 'Great flip-flops, be preapred to throw away the rest of your shoes!', 'Comfy', 'Love these!', 'Comfort and style.', 'Like walking on memory foam!', 'Most comfortable flip flop made!', 'Comfy and soft', 'Comfy!', 'Comfortable', 'A little too squishy', 'Love Sanuk', ""I Love my Sanuk's!"", 'Best Flip Flops Ever!', 'The worlds greatest flip flops.', 'HEAVEN HEAVEN HEAVEN', 'Favorite flip flops', 'Like Wearing Your Yoga Mat', 'Super Soft', 'Amazing', 'Feels like a slipper', 'Nice Tire Tread', 'Nice shoes', 'perfect shoe! just a few things...', 'Best flip flops ever', 'Loved them, but too narrow for my wide foot', 'Sanuk Yoga Mats are the most comfortable flip flops On Earth', 'Awesome flip flops', 'Comfortable but Too Narrow', ""Flip Flops for people who can't wear Flip Flops"", 'Not very thick or cushy', 'Super comfy!', 'So Comfortable!!!', 'Good flip flops', 'Sanuk Flip Flop', 'I LOVE THESE!', 'Comfortable, and cute', '""So Soft"" Flip Flop', 'Oh, heavenly Sanuks...', 'A little narrow!', 'amazing', 'Comfy and fit as expected', 'Great summer shoes', 'Perfect Comfort! Family favorite!', ""Best Flip Flops I've Ever Worn"", 'Very comfortable', 'Like walking on air!', 'Super comfortable and sturdy sandals', 'Finally, A Simple but Great Flip Flop', 'Best flip flop ever!', 'Sauk splendid', 'Cute shoe', 'Very comfortable!', 'Best ever!', 'best flip flops ever', 'So Much Awesomeness', 'Daughter also Loves them', 'Not for walking in hot sand!', 'Extremely comfortable.', 'Fits just a tiny bit small', 'Perfect!', 'cushy but...', 'Very Comfortable', 'Love these shoes!', 'My favorite pair of flip flops', 'Most Comfortable Sandal I have worn', 'so comfy', 'OMG.', 'Walking on a cloud!', 'Mixed', 'Really comfortable sandal!', 'Better than the average flip flop', 'Great purchase! Sooo comfortable!', ""Love my Sanuk's"", 'good flip flop', 'cutie', 'Super comfortable!', 'Noisy & defective', 'flip flops soak up water like a sponge', 'Nearly perfect!', 'Yoga Mat Shoes', 'most comfortable flip flop EVER', 'I love these!!', 'Love These Flops', 'Should not have bought this', 'Love these shoes.', 'Most comfy flip flops ever!!', 'Love them', 'Fair', 'Comfortable Sandals to Smile About', 'Walking on a yoga mat', 'Another durable and comfortable Sanuk sandal!', 'Most comfortable flip flops', 'This is a great sandal', 'BEST FLIP FLOPS EVER!!!', ""Sanuk Women's Yoga Sandle"", 'Great comfort', 'So comfy', 'Yoga mats are not stable', 'Comfy flip flops', 'So comfy!', 'another great flip flop', 'Comfy shoes', 'Happy Feet', 'Best FlipFlops Ever!', 'Size up a size on these', 'Wonderfully comfy!', 'Two Stars', 'very comfortable', 'Another awesome Sanuk shoe!', 'Size 10 is way too large', 'Sanuk is the BEST!', 'Amazing flip-flops', 'Yoga Mat Flip Flop', 'Walking on air', 'Very comfy', 'This is a really great product', '2nd pair!', 'Great Flip Flop', 'Amazing!', 'Pretty flip flops!']"
B000E0Q5UU,"['Top is tight', 'Too narrow for my wide feet', ""1059 REVIEWERS WEREN'T WRONG!"", 'FABULOUS SHOES', 'Great shoe', 'Run big', 'LOVE these shoes', 'Socomfortable', 'Comfortable Shoe', 'Love these Mules', 'Traveltime shoes', 'Great shoe.', ""Easy Spirit Women's Traveltime Fashion Sneaker, Red, 8 M US"", ""Easy Spirit Women's Traveltime Slip On Black/Silver Patent Leather"", 'Love that camouflage effect', 'Casual Shoes', 'Would certainly buy again!', 'easy spirt shoes', 'comfortable', 'Love Them', 'i am going to get them in all colors', 'Oder up a size', 'GREAT SHOE', 'very comfortable', 'Great shoe, very comfortable, but a bit big', 'Keep slipping out of these shoes', 'Easy Spirit Traveltime  Black/Sliver WW Shoe', 'Fit and comfort are excellent', 'love these shoes', 'easy spirit slip ons', 'Easy Spirit Travel Time Perfect Fit, Comfy Mule', 'Good shoes', 'Satisfied customer', 'Shiny shoe', 'comfortable', ""Easy Spirit Women's Traveltime Slip-On,Black/Silver Patent,9 N US"", 'Very comfortable - like wearing slippers', 'Love these shoes!', 'Five Stars', 'good purchase', 'Affordable, comfortable, supportive.', 'Okay, but ,,,', 'Comfy but had to order 1/2 size up', ""Easy Spirit Slip on's"", 'Love them,  but......', 'Fashionable Slide', 'Easy Spirit always comfy!', 'Dressy shoe', 'Great Shoe', 'Comfortable !', 'Easy Spirit Slip on', 'My favorite easy spirit color combination', 'Love these shoes!', 'Love Traveltime', 'Too small', 'Easy Spirit']"
B000E69Z3S,"['Classic ugg', ""MY UGG's"", 'Love', ""LOVE LOVE LOVE these Ugg's!!"", 'Expected better quality for the money', 'Uggs are the best!', 'Love these boots.', 'love', 'Perfect for a warm boot', 'Wonderful Boots', 'Somewhat small, but feel is great', ""It's ok to size up"", 'Love my new boots', ""Who doesn't love Ugg's"", 'Comfy', 'nature meets science', 'Great boot', 'Ugg boots', 'Love them as always.', 'Love them!', 'Uggs are like having Pillows of Happiness on your Feet :)', 'Best Slippers Ever!', 'Love my uggs!', 'Love these boots!', 'Daughter loves them. As always, you pay for ...', 'Wonderful.', 'Your girlfriend will love them', 'Love them!', 'very comfy', 'My wifes favorite boots, beware of fakes.', 'Perfect', 'great gift', 'uGG s', 'Tall UGGS', 'Uggs people', 'Uggs are wonderful.', 'Birthday gift for daughter', 'perfect for the polar vortex', 'Always a crowd pleaser', 'Horrible in the Ice/Snow', 'Watch for FAKES!', 'best birthday gift ever!', 'comfy, self explanatory', 'These boots are therapeutic for sore feet!', 'The best boots ever!', 'Wonderful Shoes', 'Worth It!', 'Tall Boot', 'Good quality boots', 'Warm and fuzzy', 'Very Comfy', 'Really expensive for an Australian hat', 'So Very Comfortable and Warm', 'Great Price!', 'The Perfect Uggs', 'worst uggs', 'UGG Boots', ""Ugg Women's Classic Tall Boots"", 'Super warm, perfect for winter!', 'what she wanted']"
B000E9BOZ2,"['Okay', 'hubby loves it', 'Cute little bag!!!', 'Nice bag', 'Smaller than advertised, flimsy design', 'Cheap', 'Not as pictured', 'Range bag', ""He wouldn't let it out of his site"", 'not bad', 'Design Flaw', ""Meh It's ok My wife likes it"", ""Didn't like it."", 'A solid bag', 'great shoulder bag for light-weight goodies', 'Ratty little piece of junk.', 'Way too small', 'Appropriate size for novel phone and h2o bottle', 'design questions', 'Good bag', 'works great', 'Shoulder bag', 'Nice bag...', 'Smaller than I thought', 'Simple bag', 'Better than expected', 'Perfect Lightweight Bag the Looks Heavy', 'Doesnt hold up', 'Ok bag, I had to add a snap', 'Great bag but mines broke.', 'Great Gun Purse', 'Tiny  and  feminine', ""I pretend I'm Radar"", 'Great Price', 'Awesome Purchase', 'Perfect for a 10"" tablet', 'I order blue but got Brown but not complaining', 'Great for price and size!', 'Great diaper bag', 'Cool!', 'Small, but perfect for my needs', 'Great bag, if you can fill it.', 'Good bag.', 'Perfect for my needs', 'Great!!', ""Don't buy this product"", 'A decent size, perfect for tablets', 'Disappointing', 'Too Small!', 'Amazing', 'Ok', 'WELL MADE FOR THE BUCK!', 'Pretty nifty', 'Good for the price', 'Great Little Bag', 'Small but good', 'Good utility', 'Cute bag and good size']"
